record_type,seed,S,A,gamma,K,L_z,n,sigma_xi,alpha,beta,candidate_mode,value_error,decomposition_bound,finite_depth_residual,finite_depth_residual_bound,eps_res_star,eps_res_n,eps_A_cand,eps_A_bound,eta_pi,eta_pi_alpha,Lhat_pi_alpha,eps_CPI,penalty_decomp,penalty_exact_A,certificate_holds_decomp,certificate_holds_exact_A
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.1,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.7179237190697557,-0.715309080850893,0.45453853981633024,2.314748125597949,0.8913254214296816,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.15,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.7043812556207093,-0.6999442098740487,0.45453853981633024,4.085749217148969,1.9506151608965683,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.2,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6911074511210331,-0.6845793388972043,0.45453853981633024,6.265834994534688,3.4189895861981534,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.25,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6780491504788543,-0.6692144679203601,0.45453853981633024,8.855005457755102,5.2964486973344345,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.3,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6651554240884248,-0.6538495969435159,0.45453853981633024,11.853260606810215,7.5829924943054134,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.35,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6523775053673487,-0.6384847259666715,0.45453853981633024,15.260600441700024,10.278620977111089,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.4,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6396687390501827,-0.6231198549898272,0.45453853981633024,19.077024962424538,13.383334145751466,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.45,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6269845398420619,-0.6077549840129829,0.45453853981633024,23.30253416898374,16.897132000226534,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.5,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.6142823609198956,-0.5923901130361386,0.45453853981633024,27.937128061377642,20.820014540536302,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.55,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.601521671654008,-0.5770252420592943,0.45453853981633024,32.98080663960624,25.151981766680777,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.6,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.588663943811094,-0.56166037108245,0.45453853981633024,38.433569903669536,29.893033678659933,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.65,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5756726453916253,-0.5462955001056057,0.45453853981633024,44.29541785356754,35.0431702764738,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.7,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5625132411533265,-0.5309306291287614,0.45453853981633024,50.56635048930022,40.60239156012235,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.75,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5491531987793185,-0.5155657581519171,0.45453853981633024,57.24636781086762,46.57069752960561,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.8,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5355619995673644,-0.5002008871750728,0.45453853981633024,64.33546981826971,52.94808818492357,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.85,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5217111524478376,-0.4848360161982285,0.45453853981633024,71.83365651150649,59.73456352607621,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.9,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.5075742100850298,-0.4694711452213842,0.45453853981633024,79.74092789057796,66.93012355306357,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,0.95,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.4931267857814935,-0.4541062742445399,0.45453853981633024,88.05728395548414,74.5347682658856,1,1
cpi_curve,0,64,4,0.9,3,0.2,16,0.1,1.0,1.0,evaluator,0.24279972071308886,0.8314326410714187,0.22531824572452752,0.8314326410499173,0.2253182457248416,0.22531824572452752,0.0731560497602867,1.4965787539285536,-0.7460388228045816,-0.4783465698902826,-0.4387414032676956,0.45453853981633024,96.78272470622503,82.54849766454235,1,1
